user_loc,zip,state,high_county_T1,treated_T1,urban,two_weeks_cases,majority_gop
51063,24079,VA,0,1,0,7,1
51065,22963,VA,1,1,1,114,1
51065,22974,VA,1,1,0,73,1
51065,23084,VA,1,1,0,12,1
51065,23022,VA,1,1,0,11,1
51065,23055,VA,1,0,0,0,1
51067,24102,VA,0,1,0,19,1
51067,24137,VA,0,0,0,31,1
51067,24065,VA,0,0,1,44,1
51067,24184,VA,0,0,1,22,1
51067,24151,VA,0,0,1,427,1
51067,24067,VA,0,0,0,0,1
51067,24088,VA,0,0,0,0,1
51067,24176,VA,0,0,0,3,1
51067,24092,VA,0,1,0,6,1
51069,22655,VA,1,0,1,132,1
51069,22602,VA,1,1,1,3,1
51069,22656,VA,1,1,1,36,1
51069,22603,VA,1,1,1,176,1
51069,22663,VA,1,1,1,6,1
51069,22624,VA,1,0,1,54,1
51069,22637,VA,1,1,0,23,1
51069,22625,VA,1,1,0,39,1
51071,24128,VA,0,0,0,14,1
51071,24150,VA,0,0,1,3,1
51071,24147,VA,0,0,1,4,1
51071,24124,VA,0,0,1,38,1
51071,24136,VA,0,1,0,36,1
51071,24134,VA,0,0,1,25,1
51073,23128,VA,0,1,0,0,1
51073,23062,VA,0,0,1,35,1
51073,23061,VA,0,0,1,386,1
51075,23102,VA,0,0,0,15,1
51075,23160,VA,0,0,0,123,1
51075,23039,VA,0,1,0,0,1
51075,23129,VA,0,0,0,6,1
51075,23103,VA,0,0,0,0,1
51075,23038,VA,0,0,0,1,1
51075,23063,VA,0,0,0,170,1
51075,23153,VA,0,0,0,15,1
51075,23065,VA,0,1,0,9,1
51077,24348,VA,0,0,0,19,1
51077,24292,VA,0,0,0,2,1
51077,24326,VA,0,1,0,13,1
51077,24330,VA,0,0,0,36,1
51077,24378,VA,0,0,0,20,1
51077,24363,VA,0,1,0,31,1
51079,22923,VA,0,1,1,25,1
51079,22968,VA,0,0,1,110,1
51079,22935,VA,0,0,0,0,1
51079,22973,VA,0,0,1,31,1
51081,23879,VA,1,1,0,10,0
51083,24589,VA,1,1,0,3,1
51083,24534,VA,1,1,0,0,1
51083,24539,VA,1,1,0,1,1
51083,24558,VA,1,1,1,23,1
51083,24592,VA,1,0,1,88,1
51083,24520,VA,1,1,0,41,1
51083,24577,VA,1,1,0,22,1
51083,24598,VA,1,1,0,7,1
51085,23111,VA,1,1,1,214,1
51085,23015,VA,1,0,0,21,1
51085,23005,VA,1,1,1,136,1
51085,23047,VA,1,1,0,17,1
51085,23116,VA,1,0,1,543,1
51085,23146,VA,1,1,1,16,1
51085,23192,VA,1,1,0,73,1
51085,23069,VA,1,1,0,24,1
51087,23233,VA,1,1,1,106,0
51087,23173,VA,1,1,1,0,0
51087,23060,VA,1,1,1,287,0
51087,23229,VA,1,0,1,13,0
51087,23059,VA,1,1,1,198,0
51087,23227,VA,1,1,1,204,0
51087,23231,VA,1,1,1,50,0
51087,23228,VA,1,1,1,0,0
51087,23150,VA,1,1,1,83,0
51087,23075,VA,1,0,1,151,0
51087,23238,VA,1,1,1,244,0
51087,23230,VA,1,0,1,84,0
51089,24168,VA,1,1,1,4,1
51089,24148,VA,1,1,1,149,1
51089,24165,VA,1,1,0,17,1
51089,24089,VA,1,0,1,21,1
51089,24054,VA,1,1,1,33,1
51091,24465,VA,1,1,0,6,1
51093,23430,VA,1,1,1,243,1
51093,23315,VA,1,1,0,4,1
51093,23898,VA,1,1,0,8,1
51093,23314,VA,1,0,1,0,1
51093,23487,VA,1,1,0,38,1
51095,23188,VA,0,0,1,270,0
51095,23185,VA,0,1,1,309,0
51095,23168,VA,0,0,1,33,0
51097,23110,VA,1,1,0,1,1
51097,23148,VA,1,0,0,10,1
51097,23177,VA,1,1,0,1,1
51097,23156,VA,1,0,0,0,1
51099,22448,VA,1,0,1,0,1
51099,22485,VA,1,1,1,0,1
51101,23086,VA,0,1,0,19,1
51101,23009,VA,0,0,0,7,1
51101,23181,VA,0,0,1,28,1
51101,23106,VA,0,0,0,0,1
51103,22482,VA,0,0,0,0,1
51103,22503,VA,0,1,0,73,1
51103,22480,VA,0,0,0,12,1
51103,22578,VA,0,0,0,1,1
51103,22576,VA,0,0,0,12,1
51105,24281,VA,0,0,0,41,1
51105,24263,VA,0,0,0,152,1
51105,24221,VA,0,0,0,4,1
51105,24282,VA,0,1,0,4,1
51105,24265,VA,0,0,0,0,1
51105,24248,VA,0,0,1,24,1
51105,24277,VA,0,0,0,19,1
51107,20105,VA,0,0,1,74,0
51107,20132,VA,0,0,1,73,0
51107,20164,VA,0,0,1,477,0
51107,20165,VA,0,0,1,114,0
51107,20166,VA,0,0,1,124,0
51107,20117,VA,0,1,0,4,0
51107,20147,VA,0,0,1,482,0
51107,20180,VA,0,0,1,35,0
51107,20152,VA,0,1,1,0,0
51107,20129,VA,0,1,1,5,0
51107,20158,VA,0,0,1,25,0
51107,20176,VA,0,0,1,223,0
51107,20175,VA,0,0,1,163,0
51107,20141,VA,0,1,1,41,0
51109,23024,VA,0,0,0,36,1
51109,22942,VA,0,0,1,7,1
51109,23117,VA,0,0,0,4,1
51111,23974,VA,0,0,0,0,1
51111,23944,VA,0,1,0,6,1
51111,23952,VA,0,0,0,0,1
51113,22731,VA,0,0,0,3,1
51113,22709,VA,0,0,0,21,1
51113,22715,VA,0,0,0,3,1
51115,23035,VA,1,1,0,16,1
51115,23109,VA,1,1,0,19,1
51117,23968,VA,0,0,0,4,1
51117,23919,VA,0,0,0,0,1
51117,23924,VA,0,0,1,49,1
51117,23927,VA,0,0,0,47,1
51117,23970,VA,0,1,1,77,1
51117,23950,VA,0,0,1,39,1
51117,23917,VA,0,0,0,9,1
51117,24529,VA,0,0,0,20,1
51117,24580,VA,0,0,0,3,1
51119,23070,VA,0,1,0,4,1
51119,23092,VA,0,0,0,1,1
51119,23149,VA,0,0,0,0,1
51119,23175,VA,0,0,0,9,1
51119,23169,VA,0,0,0,1,1
51119,23071,VA,0,0,0,5,1
51119,23043,VA,0,1,0,13,1
51121,24087,VA,1,0,1,56,0
51121,24162,VA,1,1,1,9,0
51121,24138,VA,1,1,0,10,0
51121,24149,VA,1,0,0,46,0
51121,24060,VA,1,1,1,0,0
51121,24073,VA,1,1,1,87,0
51125,22938,VA,0,0,0,14,1
51125,22971,VA,0,1,0,11,1
51125,22969,VA,0,0,0,0,1
51125,22976,VA,0,0,0,3,1
51125,22922,VA,0,0,0,1,1
51125,22967,VA,0,0,0,0,1
51125,22920,VA,0,0,0,15,1
51125,22958,VA,0,1,0,6,1
51127,23140,VA,0,0,0,18,1
51127,23124,VA,0,0,0,19,1
51127,23011,VA,0,1,0,19,1
51127,23089,VA,0,0,1,24,1
51131,23413,VA,0,0,0,2,0
51131,23354,VA,0,0,0,1,0
51131,23307,VA,0,0,0,5,0
51131,23398,VA,0,0,0,0,0
51131,23350,VA,0,0,0,13,0
51131,23310,VA,0,0,0,0,0
51131,23347,VA,0,1,0,3,0
51131,23405,VA,0,1,0,7,0
51131,23316,VA,0,0,0,2,0
51133,22473,VA,0,0,0,64,1
51133,22539,VA,0,0,0,8,1
51133,22432,VA,0,1,0,5,1
51133,22435,VA,0,0,0,17,1
51133,22511,VA,0,1,0,3,1
51135,23824,VA,0,0,1,94,1
51135,23930,VA,0,0,1,0,1
51135,23922,VA,0,0,1,39,1
51137,22508,VA,1,0,1,48,1
51137,22960,VA,1,1,1,6,1
51137,22567,VA,1,1,0,24,1
51137,22542,VA,1,1,0,27,1
51137,22972,VA,1,0,0,0,1
51139,22835,VA,0,0,1,57,1
51139,22849,VA,0,1,0,0,1
51139,22851,VA,0,0,0,131,1
51141,24120,VA,1,1,0,6,1
51141,24185,VA,1,1,0,2,1
51141,24133,VA,1,1,0,39,1
51141,24053,VA,1,1,0,28,1
51141,24082,VA,1,1,0,3,1
51141,24171,VA,1,0,0,92,1
51143,24069,VA,1,0,0,18,1
51143,24569,VA,1,1,0,8,1
51143,24586,VA,1,0,1,39,1
51143,24557,VA,1,1,0,36,1
51143,24530,VA,1,1,0,13,1
51143,24161,VA,1,1,0,0,1
51143,24565,VA,1,0,0,7,1
51143,24549,VA,1,1,0,3,1
51143,24527,VA,1,1,1,34,1
51143,24139,VA,1,0,0,1,1
51143,24594,VA,1,1,0,11,1
51143,24563,VA,1,1,1,8,1
51143,24531,VA,1,1,0,85,1
51143,24566,VA,1,1,0,24,1
51145,23139,VA,0,0,0,119,1
51147,23966,VA,1,1,0,19,0
51147,23901,VA,1,1,1,31,0
51147,23954,VA,1,0,0,20,0
51147,23909,VA,1,1,1,2,0
51147,23942,VA,1,1,0,9,0
51147,23960,VA,1,0,0,9,0
51147,23943,VA,1,1,0,0,0
51149,23875,VA,0,1,1,146,1
51149,23801,VA,0,0,1,0,1
51149,23842,VA,0,0,1,58,1
51153,20143,VA,0,1,0,0,0
51153,20181,VA,0,0,1,47,0
51153,22125,VA,0,0,1,17,0
51153,22191,VA,0,0,1,1085,0
51153,20111,VA,0,0,1,13,0
51153,22192,VA,0,0,1,0,0
51153,20109,VA,0,0,1,278,0
51153,20136,VA,0,0,1,283,0
51153,20155,VA,0,0,1,284,0
51153,20112,VA,0,0,1,153,0
51153,22134,VA,0,0,1,35,0
51153,22193,VA,0,1,1,1538,0
51153,22172,VA,0,1,1,238,0
51153,22025,VA,0,1,1,208,0
51153,20169,VA,0,0,1,99,0
51153,22026,VA,0,0,1,102,0
51155,24058,VA,0,1,0,2,1
51155,24301,VA,0,0,1,18,1
51155,24324,VA,0,0,0,19,1
51155,24347,VA,0,1,0,11,1
51157,22640,VA,0,0,0,3,1
51157,22716,VA,0,1,0,2,1
51157,22740,VA,0,0,0,3,1
51157,22747,VA,0,0,0,5,1
51159,22572,VA,0,0,0,34,1
51159,22460,VA,0,0,0,0,1
51161,24070,VA,0,0,0,20,1
51161,24019,VA,0,0,1,93,1
51161,24059,VA,0,1,0,4,1
51161,24179,VA,0,0,1,296,1
51161,24018,VA,0,1,1,166,1
51163,24555,VA,1,0,0,5,1
51163,24579,VA,1,1,0,29,1
51163,24472,VA,1,1,0,37,1
51163,24439,VA,1,1,0,3,1
51163,24435,VA,1,1,0,31,1
51165,22830,VA,1,1,0,0,1
51165,22831,VA,1,1,0,11,1
51165,22834,VA,1,1,0,9,1
51165,22812,VA,1,0,1,64,1
51165,22840,VA,1,1,1,31,1
51165,22827,VA,1,0,1,87,1
51165,22850,VA,1,1,0,0,1
51165,22821,VA,1,1,1,49,1
51165,22853,VA,1,0,1,60,1
51165,24471,VA,1,0,1,22,1
51165,22832,VA,1,1,0,4,1
51167,24224,VA,0,0,0,36,1
51167,24649,VA,0,0,1,11,1
51167,24280,VA,0,0,0,10,1
51167,24266,VA,0,0,1,36,1
51167,24260,VA,0,1,0,69,1
51169,24250,VA,0,0,0,0,1
51169,24245,VA,0,1,0,7,1
51169,24244,VA,0,0,0,0,1
51169,24290,VA,0,0,1,85,1
51169,24258,VA,0,0,0,0,1
51171,22657,VA,1,1,1,105,1
51171,22660,VA,1,1,1,22,1
51171,22842,VA,1,1,0,113,1
51171,22652,VA,1,1,0,20,1
51171,22844,VA,1,1,0,65,1
51171,22810,VA,1,1,0,3,1
51171,22847,VA,1,1,0,20,1
51171,22644,VA,1,0,1,8,1
51171,22664,VA,1,1,1,26,1
51171,22824,VA,1,0,1,64,1
51173,24375,VA,0,0,0,16,1
51173,24354,VA,0,0,1,278,1
51173,24311,VA,0,1,1,11,1
51173,24370,VA,0,0,0,0,1
51173,24319,VA,0,0,0,116,1
51175,23878,VA,1,1,0,1,1
51175,23827,VA,1,1,0,10,1
51175,23866,VA,1,1,0,32,1
51175,23829,VA,1,1,0,160,1
51175,23828,VA,1,0,0,0,1
51175,23844,VA,1,0,0,3,1
51175,23874,VA,1,1,0,22,1
51177,22407,VA,1,1,1,104,1
51177,22534,VA,1,0,0,21,1
51179,22405,VA,1,1,1,249,0
51179,22554,VA,1,0,1,106,0
51179,22406,VA,1,1,1,69,0
51179,22556,VA,1,1,1,177,0
51181,23881,VA,0,1,0,9,0
51181,23899,VA,0,0,0,1,0
51181,23839,VA,0,0,0,6,0
51181,23883,VA,0,1,0,0,0
51181,23846,VA,0,0,0,0,0
51183,23888,VA,0,0,0,9,0
51183,23891,VA,0,1,0,20,0
51183,23882,VA,0,0,0,24,0
51183,23867,VA,0,0,0,1,0
51183,23890,VA,0,0,0,45,0
51185,24641,VA,1,1,1,42,1
51185,24605,VA,1,1,1,11,1
51185,24612,VA,1,1,1,1,1
51185,24637,VA,1,0,1,7,1
51185,24630,VA,1,1,1,0,1
51185,24639,VA,1,1,1,18,1
51185,24609,VA,1,0,1,49,1
51185,24651,VA,1,1,1,1,1
51187,22610,VA,1,1,0,0,1
51187,22642,VA,1,1,1,24,1
51187,22630,VA,1,0,1,73,1
51191,24210,VA,1,0,1,169,1
51191,24236,VA,1,0,0,2,1
51191,24270,VA,1,1,0,0,1
51191,24211,VA,1,1,1,8,1
51191,24202,VA,1,1,1,19,1
51191,24361,VA,1,1,0,55,1
51191,24340,VA,1,1,0,41,1
51193,22520,VA,0,0,0,37,1
51193,22469,VA,0,0,0,0,1
51193,22443,VA,0,0,1,115,1
51193,22488,VA,0,1,0,9,1
51195,24219,VA,0,0,1,87,1
51195,24230,VA,0,0,1,92,1
51195,24279,VA,0,0,0,10,1
51195,24246,VA,0,0,1,2,1
51195,24283,VA,0,1,0,4,1
51195,24293,VA,0,0,1,50,1
51195,24216,VA,0,0,1,0,1
51197,24350,VA,1,1,0,2,1
51197,24382,VA,1,1,1,224,1
51197,24360,VA,1,1,0,38,1
51197,24368,VA,1,0,0,56,1
51197,24374,VA,1,1,0,4,1
51199,23696,VA,1,1,1,42,1
51199,23690,VA,1,1,1,0,1
51199,23692,VA,1,0,1,300,1
51199,23693,VA,1,1,1,161,1
51510,22305,VA,1,1,1,206,0
51510,22314,VA,1,0,1,318,0
51510,22301,VA,1,1,1,31,0
51510,22304,VA,1,1,1,306,0
51510,22311,VA,1,0,1,0,0
51520,24201,VA,0,1,1,151,1
51530,24416,VA,1,0,1,112,1
51540,22902,VA,1,0,1,30,0
51540,22903,VA,1,1,1,262,0
51550,23322,VA,1,1,1,694,0
51550,23320,VA,1,1,1,148,0
51550,23321,VA,1,1,1,261,0
51550,23325,VA,1,0,1,212,0
51550,23324,VA,1,0,1,236,0
51550,23323,VA,1,1,1,620,0
51570,23834,VA,0,0,1,269,1
51590,24541,VA,1,1,1,667,0
51620,23851,VA,1,1,1,65,0
51630,22401,VA,1,1,1,132,0
51640,24333,VA,0,0,1,260,1
51650,23669,VA,1,1,1,114,0
51650,23664,VA,1,0,1,35,0
51650,23665,VA,1,1,1,27,0
51650,23661,VA,1,1,1,0,0
51650,23666,VA,1,1,1,150,0
51660,22801,VA,0,0,1,918,0
51660,22807,VA,0,1,1,6,0
51678,24450,VA,1,1,1,26,0
51680,24504,VA,0,1,1,211,0
51680,24502,VA,0,0,1,573,0
51683,20110,VA,0,0,1,69,0
51700,23601,VA,1,1,1,157,0
51700,23606,VA,1,1,1,3,0
51700,23604,VA,1,0,1,5,0
51700,23602,VA,1,1,1,295,0
51700,23608,VA,1,1,1,276,0
51700,23607,VA,1,1,1,99,0
51700,23603,VA,1,1,1,0,0
51700,23605,VA,1,0,1,173,0
51710,23517,VA,1,0,1,47,0
51710,23510,VA,1,1,1,81,0
51710,23503,VA,1,1,1,506,0
51710,23509,VA,1,1,1,185,0
51710,23513,VA,1,0,1,16,0
51710,23505,VA,1,1,1,180,0
51710,23502,VA,1,1,1,0,0
51710,23551,VA,1,1,1,1,0
51710,23504,VA,1,0,1,135,0
51710,23523,VA,1,0,1,0,0
51710,23518,VA,1,1,1,303,0
51710,23507,VA,1,1,1,59,0
51710,23508,VA,1,1,1,282,0
51720,24273,VA,1,0,1,46,1
51730,23805,VA,1,1,1,165,0
51730,23803,VA,1,1,1,788,0
51735,23662,VA,0,1,1,48,1
51740,23707,VA,0,0,1,27,0
51740,23704,VA,0,0,1,21,0
51740,23702,VA,0,0,1,74,0
51740,23701,VA,0,1,1,147,0
51740,23708,VA,0,0,1,4,0
51750,24142,VA,1,1,1,0,0
51750,24132,VA,1,1,0,1,0
51750,24141,VA,1,1,1,0,0
51760,23223,VA,1,1,1,182,0
51760,23220,VA,1,0,1,59,0
51760,23221,VA,1,1,1,63,0
51760,23225,VA,1,0,1,118,0
51760,23226,VA,1,1,1,25,0
51760,23219,VA,1,1,1,2,0
51770,24012,VA,0,0,1,572,0
51770,24011,VA,0,0,1,0,0
51770,24014,VA,0,0,1,12,0
51770,24015,VA,0,1,1,135,0
51770,24016,VA,0,0,1,67,0
51770,24013,VA,0,0,1,8,0
51775,24153,VA,0,0,1,913,1
51790,24401,VA,0,0,1,319,0
51800,23438,VA,1,1,0,42,0
51800,23432,VA,1,1,0,25,0
51800,23433,VA,1,1,1,13,0
51800,23434,VA,1,0,1,1187,0
51800,23436,VA,1,1,1,3,0
51810,23454,VA,0,0,1,716,0
51810,23460,VA,0,0,1,7,0
51810,23452,VA,0,0,1,1033,0
51810,23456,VA,0,0,1,0,0
51810,23455,VA,0,0,1,619,0
51810,23462,VA,0,1,1,885,0
51810,23459,VA,0,0,1,13,0
51810,23453,VA,0,1,1,0,0
51830,23187,VA,1,0,1,0,0
51840,22601,VA,1,1,1,232,0
